201501 164911 117.008527446640,31.026289008737 117.203311432070,31.264466026194 143874 96814 47060
201501 277869 117.920582690250,31.647892641354 117.980394116870,31.609690185628 143784 94478 49306
201501 130421 116.952816874510,33.617650897221 116.955062458620,33.617716361540 143774 115542 28232
201501 198775 117.299231775780,32.736788533325 117.413801031710,32.541633524054 143638 85721 57917
201501 37882 115.944961390640,31.870775401826 115.948617044910,31.871267728653 143237 81181 62056
201501 37879 115.948617044910,31.871267728653 115.947873158120,31.871469580352 143229 81176 62053
201501 147185 117.085830318830,30.533575809276 117.088877640610,30.533155954707 143210 109434 33776
201501 46754 115.953986127120,31.867445034707 116.058912253060,31.828633596672 142986 72613 70373
201501 171374 117.148844474080,31.865321451111 117.241698182440,31.795927042479 142874 102363 40511
201501 96521 116.632698789080,30.635885179330 116.575923635080,30.590088102094 142028 87945 54083
201501 158018 117.147353736090,31.858433398570 117.148358850120,31.857717038873 141984 123912 18072
201501 338337 118.616005900800,31.154464873961 118.566832208030,31.258637362798 141940 96635 45305
201501 199919 117.424554826630,31.831515406629 117.424343724840,31.831765357599 141792 114840 26952
201501 338187 118.566832208030,31.258637362798 118.566002892380,31.259687212715 141323 96187 45136
201501 272809 118.023493647440,30.965641996524 117.953155517530,30.914193241187 140604 99243 41361
201501 346204 118.615897205830,31.158578179315 118.670756184340,31.000564437200 140463 100028 40435
201501 51053 116.119644981800,30.184291797303 116.119615427550,30.184041581311 140245 71432 68813
201501 153959 116.966750760770,33.516038195827 117.126563083870,33.157721439441 140163 66043 74120
201501 173434 117.189562776410,31.857104950566 117.252617714730,31.857865555736 139824 63845 75979
201501 165121 117.203311432070,31.264466026194 117.204136076530,31.266506782738 139618 92971 46647
201501 185183 117.311649052840,31.802669589403 117.311818742760,31.802620335211 139436 112097 27339
201501 262295 117.921464017780,31.648774176547 117.896607006020,31.668099124129 139324 78411 60913
201501 96334 116.575923635080,30.590088102094 116.574579500550,30.589042848948 139060 85178 53882
201501 303260 118.211687933130,31.472714240764 118.258005194040,31.416654902314 139037 91955 47082
201501 9217 115.442860712280,33.280505847814 115.429367265220,33.279762608098 138726 76106 62620
201501 12355 115.387755059080,33.287959019323 115.596357229010,33.232843262741 138518 75935 62583
201501 8435 115.388043594810,33.289978991264 115.387485208100,33.288078832220 138512 75927 62585
201501 8484 115.429367265220,33.279762608098 115.388043594810,33.289978991264 138506 75923 62583
201501 8433 115.387485208100,33.288078832220 115.387755059080,33.287959019323 138501 75920 62581
201501 125527 116.899604130680,30.790909062743 116.898029131630,30.791476307202 138399 100942 37457
201501 143272 117.014286213780,32.532222332794 117.055868506340,32.510368780936 138057 106278 31779
201501 213349 117.373403065130,30.510943665339 117.521955577820,30.616033838181 137928 98280 39648
